Original graph: Graph(num_nodes=21858, num_edges=10896322,
      ndata_schemes={'alphafold_feat': Scheme(shape=(384,), dtype=torch.float32)}
      edata_schemes={'weight': Scheme(shape=(), dtype=torch.float32)})
Subgraph: Graph(num_nodes=1000, num_edges=22956,
      ndata_schemes={'alphafold_feat': Scheme(shape=(384,), dtype=torch.float32), '_ID': Scheme(shape=(), dtype=torch.int64)}
      edata_schemes={'weight': Scheme(shape=(), dtype=torch.float32), '_ID': Scheme(shape=(), dtype=torch.int64)})
Number of nodes in subgraph: 1000
Number of edges in subgraph: 22956
Data Loading is completed
Total Number of Edges:  22840
Train Number of Edges:  15988
Valid Number of Edges:  4568
Test Number of Edges:  2284
Graph Splitting is completed
For Feature: alphafold_feat ; Sage Model
Epoch: 00 | Iteration: 00000 | Loss: 0.6932 | Training Accuracy: 53.8086 | AUC Score: 0.5369
Epoch: 00 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.6173 | AUC Score: 0.6141
Epoch: 01 | Iteration: 00000 | Loss: 0.6925 | Training Accuracy: 59.0820 | AUC Score: 0.6181
Epoch: 01 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.6392 | AUC Score: 0.6157
Epoch: 02 | Iteration: 00000 | Loss: 0.6902 | Training Accuracy: 58.1055 | AUC Score: 0.5552
Epoch: 02 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8034 | AUC Score: 0.6174
Epoch: 03 | Iteration: 00000 | Loss: 0.6760 | Training Accuracy: 58.3008 | AUC Score: 0.5961
Epoch: 03 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8144 | AUC Score: 0.6183
Epoch: 04 | Iteration: 00000 | Loss: 0.6573 | Training Accuracy: 58.8867 | AUC Score: 0.5863
Epoch: 04 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8144 | AUC Score: 0.6197
Epoch: 05 | Iteration: 00000 | Loss: 0.6422 | Training Accuracy: 58.8867 | AUC Score: 0.6061
Epoch: 05 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8363 | AUC Score: 0.6216
Epoch: 06 | Iteration: 00000 | Loss: 0.6416 | Training Accuracy: 57.9102 | AUC Score: 0.5931
Epoch: 06 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8363 | AUC Score: 0.6234
Epoch: 07 | Iteration: 00000 | Loss: 0.6496 | Training Accuracy: 57.7148 | AUC Score: 0.5695
Epoch: 07 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8910 | AUC Score: 0.6273
Epoch: 08 | Iteration: 00000 | Loss: 0.6389 | Training Accuracy: 59.2773 | AUC Score: 0.6042
Epoch: 08 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.9129 | AUC Score: 0.6286
Epoch: 09 | Iteration: 00000 | Loss: 0.6413 | Training Accuracy: 58.1055 | AUC Score: 0.5931
Epoch: 09 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.9129 | AUC Score: 0.6319
Epoch: 10 | Iteration: 00000 | Loss: 0.6372 | Training Accuracy: 59.7656 | AUC Score: 0.6047
Epoch: 10 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 61.1537 | AUC Score: 0.6327
Epoch: 11 | Iteration: 00000 | Loss: 0.6363 | Training Accuracy: 59.3750 | AUC Score: 0.5867
Epoch: 11 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.9348 | AUC Score: 0.6371
Epoch: 12 | Iteration: 00000 | Loss: 0.6375 | Training Accuracy: 60.1562 | AUC Score: 0.5978
Epoch: 12 | Iteration: 00000 | Loss: 0.0000 | Validation Accuracy: 60.8581 | AUC Score: 0.6391
Epoch: 13 | Iteration: 00000 | Loss: 0.6386 | Training Accuracy: 59.9609 | AUC Score: 0.6296
